id,genre,track_name,artist_name,valence,energy
13Hmn0qk9K7ucfn8WO5RPe,detroit-techno,Spastik,Plastikman,0.0377,0.973
7pIUtnk3nvmjEIG4uGoDZP,detroit-techno,Technic 1200,Dopplereffekt,0.483,0.618
7kVXSHWbjIwNpA0wwOlkpq,detroit-techno,JB's Edit,Theo Parrish,0.136,0.663
08d52BI6iMfqILFul7O9su,detroit-techno,Sofitel,Deepchord,0.416,0.689
2flA6jNn4m4JzCUQSM588G,detroit-techno,Blackwater - Original Untold Mix,Various Artists,0.966,0.668
6SUrgfIB3ZIHLj1m7ANi6O,detroit-techno,Imagine - Blue Potential Version,Jeff Mills,0.151,0.44
2BvvvXeBhZGMv8RRblMie7,detroit-techno,Black Moon Rising,Suburban Knight,0.468,0.811
3UjH6apk0ogZeIqhHbjrRU,detroit-techno,Trans-Europe Express - 2009 Remaster,Kraftwerk,0.718,0.611
4ua0IepBEISCWwF8dTJvcU,disco,Ghosts 'n' Stuff,deadmau5,0.517,0.617
6vUqCD6WPsccXUEd9O9gJG,disco,This Is It,Various Artists,0.957,0.737
1wRHNlEjTmpaXv99BFAGnV,disco,Got To Be Real - Single Version,Various Artists,0.861,0.697
4QNpBfC0zvjKqPJcyqBy9W,disco,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,0.53,0.939
6mnjcTmK8TewHfyOp3fC9C,disco,Die Young,Kesha,0.801,0.7
2Iib2MV3ECFJAourgP9dlY,disco,La Isla Bonita,Madonna,0.968,0.832
7oK9VyNzrYvRFo7nQEYkWN,disco,Mr. Brightside,The Killers,0.232,0.924
4IMArXimMttK8tB0UBa0Ue,disco,Don't Leave Me This Way - Single Version,Various Artists,0.611,0.69
5vlEg2fT4cFWAqU5QptIpQ,disco,Replay,Iyaz,0.195,0.751
1E3BZjG5SDMy0dYANdbc3u,disco,Get Up Offa That Thing,James Brown,0.763,0.682
3zJsnfuodQaY1LC7nqWif2,disco,More Than a Woman - 2009 Remastered Version,Bee Gees,0.723,0.679
5Z8CCpCTexeH36waq0T74y,disco,Beautiful People - Radio Edit,Chris Brown,0.588,0.807
07MHhfYd2Kkt2zFnqRZM1z,disco,Boogie Shoes - 45 Version,KC & The Sunshine Band,0.972,0.802
2Foc5Q5nqNiosCNqttzHof,disco,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,0.862,0.811
7ELuWpsuVCRBnOR9ZAZKDp,disco,Back To Life (However Do You Want Me),Soul II Soul,0.653,0.611
5lmYpa6EaVAKAlwxMf7q5c,disco,Don't You Want Me - 2002 - Remaster,The Human League,0.961,0.744
3zdv56EdfZi0ydbAZqbQ3M,disco,Din soldat,Albin Johnsén,0.79,0.916
3U8biDNVpdtvrsJwaD4s9J,disco,Tsunami - Radio Edit,DVBBS,0.388,0.923
0u2CGItUO2jYEiFaXD7n5S,disco,Wishing on a Star,Rose Royce,0.553,0.422
6VuIKS2Z27jCutIapgCUZF,disco,Shake Your Body,KC & The Sunshine Band,0.962,0.811
5Sh5RqOkQ7dsjVx998BtS7,disco,Äckligt,Ansiktet,0.675,0.823
6BdiFsPMPkSEEO4fFXFVWX,disco,Workin' Day and Night,Michael Jackson,0.865,0.875
6TGRZBZdDVimF8tmKrvTzI,disco,Rayos De Sol (feat. Henry Mendez) - Original Mix,Various Artists,0.882,0.872
2ihCaVdNZmnHZWt0fvAM7B,disco,Little Talks,Of Monsters and Men,0.417,0.757
5LiW25vFN2BzrceU27R8qy,disney,Here I Am,Various Artists,0.449,0.788
7DETWEnTmY875dC5Q8gvqV,disney,Ordinary Girl,Hannah Montana,0.398,0.847
2HsweGWCKyrO7I4SIby30Y,disney,The Sailor's Hornpipe / The Caucus Race,Various Artists,0.814,0.499
4nk0bMWjzMU0ds2VWxlmnK,disney,The Tummy Song,Various Artists,0.955,0.371
38oHr9Ujk0tSBa0W71vVGJ,disney,What Time Is It,Various Artists,0.652,0.924
5QzkQYgJtGkwhVopji1BdR,disney,"Poor Aurora / Sleeping Beauty - From ""Sleeping Beauty""/Soundtrack Version",Various Artists,0.0398,0.0634
7r6ubHsaieaig4kORmmsDy,disney,We Rock,Various Artists,0.799,0.953
2qp4MmNvMOOXPMi9AqHji4,disney,"Dalmatian Plantation / Finale - From ""101 Dalmatians""/Soundtrack Version",Various Artists,0.414,0.569
0LMQvt6yAGggdowj8hazNy,disney,"Kingdom Celebration - From ""Tangled""/Score",Various Artists,0.811,0.438
3qT31z2vXWObgwPkGDThmr,disney,"Home Again / Mermaids, Pirates, and Indians / FInale (You Can Fly! You Can Fly! You Can Fly!)",Various Artists,0.225,0.174
2geMgD0SjUMcnnc0G0ftpg,disney,My Own Home (The Jungle Book Theme),Various Artists,0.124,0.177
1jwpYPxv9ZMVNDg4B9xkPT,disney,"Through the Zoo/A Log Puller - From ""Lady and the Tramp""/Score",Various Artists,0.361,0.0305
2fsMkc3mBfbbAaznS9aGFK,disney,"Through the Snow / Shelter - From ""101 Dalmatians""/Score Version",Various Artists,0.248,0.117
3AGVMZ3S9ou3ymWwBnqDtQ,disney,"Right Here, Right Now",Various Artists,0.296,0.797
2vRKm8OTmxJP1dImXQ8Od3,disney,Je Voudrais Déjà Être Roi,Various Artists,0.869,0.601
0Zj3Ihs4nn3G3xZ2LKLEbP,disney,Sally's Song,Various Artists,0.113,0.113
7yyTZAgwQUy1a5kDjQJJNN,disney,"Poor Unfortunate Souls - From ""The Little Mermaid"" / Soundtrack Version",Various Artists,0.362,0.171
0zBSbznwIIZ8O18dhNDHjZ,disney,To The Dump,Randy Newman,0.0715,0.56
26HE8ehnFL86hkL6JCn9gY,disney,Behind the Clouds,Various Artists,0.649,0.468
70b5Sq3ePOu3Gqg0hjlOtR,disney,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",Various Artists,0.43,0.411
25KeU2hx4zRfTFFHzM8iap,disney,No Meu Coração Você Vai Sempre Estar (You Will Be In My Heart),Various Artists,0.283,0.175
0O81GMQ8IBB1ZDjVHyNYQp,disney,"Farewell - From ""Pocahontas""/Score",Various Artists,0.0849,0.0587
5iI1EQlyyo8FzkdT7XnTd7,disney,The Court of Miracles,Various Artists,0.735,0.288
2Rddbad3XaTds95LY8iidH,disney,What's This?,Various Artists,0.489,0.411
71zGRXcskIVnPwjBLaSiK2,disney,Angry Cricket,Various Artists,0.068,0.0247
68MNJ4uPSrPkwP8JwMaBxo,drum-and-bass,Breeze - Original Mix,Moleman,0.132,0.781
5YMLp3LDDY0T5nRaLbLzOH,drum-and-bass,The Ice Dance,Bachelors of Science,0.305,0.939
1DSrj8U09y7nTTuicZvmji,drum-and-bass,Get Free (Andy C Remix),Crazy Mood,0.181,0.983
0dfgGscfbY1KB60iXyYc6G,drum-and-bass,Racing Green,High Contrast,0.673,0.961
7toWjdlIqtXqX09ZAKg8bl,drum-and-bass,Get Ready (All Junglists),Rebel MC,0.332,0.86
3Zn6b8wrZA84oD0fNaYVHR,drum-and-bass,Hold On To Love,Various Artists,0.499,0.988
7D2ckNxoPXrFDJwIzvDMJP,drum-and-bass,Transporter,Logistics,0.135,0.738
5okUNRXvGiuJA9AUjDyLbs,drum-and-bass,Sunshine (Touch Me) DJ Marky & XRS vs. M.IS.T.,DJ Marky,0.913,0.98
05uVtMfM6JhPHCpdhjeR7m,drum-and-bass,Memories - Original Mix,Moleman,0.222,0.676
4tb1f3PrNj0AfVUdIrSz9o,drum-and-bass,Blazin' - Dillinja Remix,Tali,0.182,0.674
15UFEvzxlpBXtPiQoGn40r,drum-and-bass,Smash TV,Chase & Status,0.181,0.94
0Wweqw517XCG1gQPhlGhmw,drum-and-bass,Invaders Must Die - Chase & Status Remix,The Prodigy,0.0393,0.924
1r3ROB4FuxiFPWoFEjlYHE,drum-and-bass,When Darkness Falls,Netsky,0.0767,0.86
6tW3U7obAotfcyPruXdpM4,drum-and-bass,Walk This Land,Various Artists,0.945,0.851
7lc9xHnT8A4nOknWUCmYgL,drum-and-bass,I Know,DJ Marky,0.425,0.913
2ZIJUwprFZrAaZCRKYfAno,drum-and-bass,Comprachicos,Pendulum,0.588,0.955
34jNT2fyOsKTwEKX1vyJCP,drum-and-bass,Let Go,Grafix,0.462,0.892
10Tv9lW7IEmD7PMSzPVVfT,drum-and-bass,Bass By The Tonne,TC,0.523,0.818
7Jus8m3bHLJfuOPYq6r1XM,drum-and-bass,Contradictions,Alix Perez,0.542,0.694
0EYRl5LfiH3hYBBng3Ntb4,drum-and-bass,Cape Fear - Tantrum Desire Remix,Drumsound & Bassline Smith,0.302,0.98
4XitVFzJj3C2Ks9UTy0YNr,drum-and-bass,Babylon,Various Artists,0.475,0.975
62xdhTIBPHZ0sNkBkmqsNM,drum-and-bass,Anticipate (feat. Sam Frank) - Netsky Remix,Skream,0.454,0.809
3A2RiMfyOrRgezvBR4i1vX,drum-and-bass,Time,Chase & Status,0.44,0.919
4EbzxDt0bgOBcZ0wklVAQj,drum-and-bass,Hot Right Now (feat. RITA ORA),Rita Ora,0.41,0.961
5W13fY7mEyWUgrnuuwhg04,drum-and-bass,Skyline Boulevard,Technicolour,0.411,0.915
0oOxvJK76K0439kSZFcE22,dub,Firepower,Datsik,0.0394,0.83
0JDPKA9hq8NRxVtIqrLNtW,dub,Vancouver Beatdown,Zomboy,0.753,0.883
7GL5G29n4eFF09RItmTW0C,dub,Alive - Pegboard Nerds Remix,Krewella,0.171,0.877
022k5aDVoslQ1K8dE8ph35,dub,Mr. Brown,Various Artists,0.889,0.774
5PQKOXpXwxiZ4IexttAbG2,dub,Shut up & Let It Go (Bar9 Remix),Sidney Samson,0.0361,0.804
1yt5V0Nv3lIDtaseaRNM28,dub,Take Me To The Hospital - Rusko Remix,The Prodigy,0.279,0.752
7hEMRbs1ROzZXXO2CRGqwl,dub,Breathless,Bassnectar,0.0829,0.959
0jyUPFTcpxsEQEs2DpbKfW,dub,Cold Blooded,Datsik,0.396,0.891
3WyXP15dqzhKtfcjqX1vsj,dub,Strange Behaviour - Original Mix,Feed Me,0.339,0.813
0RZX8YtJjmRuWt3izCsORW,dub,One,Various Artists,0.471,0.605
26UuXlra3aPPK7M20WrdQ5,dub,Up In The Club,Terravita,0.481,0.98
0PCRR19Pf4iiuvSrPxtQ0x,dub,Sunshine,David Guetta,0.219,0.8
3b3mf7sd7R6jbdFbAsJpWt,dub,Gangnam Style (Electro Dubstep Remix),Various Artists,0.342,0.952
4IJUO9cdEvsHVDk52UZVHr,dub,We Swarm,The Glitch Mob,0.395,0.783
2WYkDJcSDSRoTWvylucBf4,dub,In The Beginning,Zeds Dead,0.0604,0.85
2iT9ecRGWV9zzcXjiwSBzm,dub,Black and Blue,501,0.355,0.675
6kdkbhz1IA2XTx5mIvy1h1,dub,I Feel It,Flux Pavilion,0.0973,0.736
5l6tv2lFylSdCgkWyfHC0P,dub,Sierra Leone (feat. Freshly Ground),Mt. Eden,0.113,0.738
3uNBrilrlDlvlUxRdK0M41,dub,Take Me There - Cutline Mix,Aquasky,0.312,0.96
5qimgSaogRsfJQxVGYyoQu,dub,Fussin and Fighting (Tough Dubstep Remix),Various Artists,0.353,0.585
5Muk08hnvAKtf0MDHqIq5j,dub,Hold On - Sub Focus Remix,Various Artists,0.0393,0.931
6zlOUIqcU6juXFww9UNpJK,dub,Five Hours,Deorro,0.575,0.821
1RgyUkydW4XSMiPkg6jMWB,dub,Disintegration Part IV,Bassnectar,0.0379,0.679
1aNmOPLaIMI1HRS1WbXhvI,dub,The Edge,KOAN Sound,0.813,0.783
4do2RpFxP2j94ojRCr3Nv9,dubstep,Domination,xKore,0.299,0.847
0TDLuuLlV54CkRRUOahJb4,dubstep,Titanium (feat. Sia),David Guetta,0.301,0.787
5KmhARDh8FEU3Lj2UKYwqU,dubstep,Monster (DotEXE Remix),Meg & Dia,0.414,0.741
2OtLX4YyNVeDT2e2AmJAGm,dubstep,Digitoxin,Au5,0.16,0.763
6jJZb7SAHoQW4JQEE36df0,dubstep,Levitate (Koven Remix),Hadouken!,0.133,0.902
0T8WkzdnmprwfwjKcbgAWm,dubstep,Can't Help Me,Bare Noize,0.368,0.874
4ce29VAx1D8f3HULOHHA3K,dubstep,LRAD,Knife Party,0.186,0.889
1giJrrnPSZK8lXghiwdl9R,dubstep,Harry - Barenoize Remix,Medison,0.1,0.747
30sOa15ccjT1NmnwmNwHAc,dubstep,Hypnotize U - NERO Remix,N.E.R.D,0.176,0.772
2chQzJGEjrLlPzNoWBChwa,dubstep,Boss - Original,DotEXE,0.205,0.638
15ccEhr9NN3Blmdr0hQwj9,dubstep,Icarus,Madeon,0.143,0.841
3lsHqnYmyKygando04TD2v,dubstep,Come Find Me,Various Artists,0.0715,0.843
2EFjA0bQbpIseUlPHCeIil,dubstep,Channel 42,deadmau5,0.414,0.724
22f54jei4HP1sirnyhF5MO,dubstep,Spectrum - Monsta Remix,Zedd,0.0929,0.826
2mC61grPZ706uoiB3SLpjx,dubstep,Let It Roar,Noisestorm,0.2,0.93
52li4gRMvVoyCMA6uQAMPw,dubstep,8 Bit Gangsta,Skeptiks,0.441,0.944
5CN8vzjNuT0NpnUeBfl50u,dubstep,Evilution,Datsik,0.246,0.866
5ewmLk7uiaxsk5tHPVf5H0,dubstep,I Want You - Bar9 Remix,Various Artists,0.0383,0.877
4D4vEbWWVqW1FI46vTBBqd,dubstep,Under The Sheets - Jakwob Remix,Ellie Goulding,0.0601,0.886
28qyoXYCFoAe60DB8sCSXc,dubstep,Please Don't Go - Boson Remix,Mike Posner,0.479,0.873
6E4Wif38jr6B9l1jyMj8FL,dubstep,Fall Of The Republic - Original Mix,Arkasia,0.421,0.705
5Oy7LPuMwC3xI00AEX5O8Q,dubstep,Boss Wave,Xilent,0.621,0.991
2R3FLUIbM7bADnHOAM9EGF,dubstep,I Wanna Go - Jump Smokers Radio Remix,Britney Spears,0.408,0.687
2aNyZbeTHirn7ToWq7IGym,edm,Woo Boost,Various Artists,0.643,0.803
3FvrHJH1p0bQ7eeXlvjVfc,edm,Raise Your Weapon - Madeon Extended Remix,Various Artists,0.422,0.825
3WS7spXVlbeC5kjePmHMQW,edm,Finally Moving,Pretty Lights,0.523,0.555
4ZHNGs3LJODcWrU197iiwY,edm,Astral Projection,Minnesota,0.289,0.896
5ctnrRh81WicuT6prsCHYc,edm,Peaceblaster '08,STS9,0.0646,0.766
6A6Hwl2yBkqTnJ4UvQJzZs,edm,Freaks Orchestra,The Noisy Freaks,0.56,0.706
7yzXK13nRm2fDTCPi9RjAu,edm,Bouncer - Original Mix,Showtek,0.311,0.898
5swoB29ucX5v1ppUk4YDVG,edm,Turn It Around,Sub Focus,0.322,0.872
4wY96U0SoyCGt2fpsvcEL3,edm,BINGBONG,Various Artists,0.529,0.976
1BU4p95YjXuvCCRscALuxv,edm,L R L,Lazerbeak,0.281,0.925
0QIYINh2AwmOmdu8CRYvlw,edm,Bonfire,Knife Party,0.589,0.944
74b9N5Kpk2nCm3coGaVycl,edm,Time Is the Enemy,Various Artists,0.223,0.851
0VeEYiNY7kZfx5RD1XesCw,edm,We Plants Are Happy Plants,We Plants Are Happy Plants,0.151,0.631
2Hq2mIgRfj60J321GueeJT,edm,Puppy,Netsky,0.856,0.727
4SQfQuxYQx8DJQB88sQmVT,edm,Bigfoot - Dillon Francis Remix,W&W,0.18,0.907
1elKl1ciiw49uTFZ4CTbEs,edm,Stopping Us,Deorro,0.209,0.837
3Qn3LhREMyvnvj9ujRugd3,edm,Hyperparadise - Flume Remix,Flume,0.343,0.838
4SMciQoW2tOVieBAg6U2Qj,edm,I Know the Truth,Pretty Lights,0.296,0.939
2G6d1OttEYLmDJ2KzpJxvm,edm,Never Mind,Infected Mushroom,0.402,0.831
3RWnOQTAOOvkoe02KIS9dP,edm,"Goin' In - Skrillex ""Goin' Hard"" Mix",Birdy Nam Nam,0.593,0.93
05ghH87Bc09RLmS8QTKIWk,edm,Core - Original Mix,RL Grime,0.616,0.949
2uXQrjOL3kT5ZiLfu21onO,edm,Burn - Remix,Ellie Goulding,0.357,0.74
0DanGj9TtgZIjJnHdTbW9v,edm,Finale (feat. Nicholas Petricca),Madeon,0.172,0.863
4JJb5x4qGaKXYaxCahGbEq,edm,Everyday - (Netsky Remix),Rusko,0.138,0.928
0r9Dtmw0gstt9eC2dAjf2Z,electro,Spectrum - Radio Mix,Zedd,0.381,0.789
72yrTOnehmi3S82axqhEkF,electro,Redline - Radio Edit,Wolfgang Gartner,0.467,0.853
7Jwe4iWB1G6c7TE7fRedrm,electro,Animals - Radio Edit,Martin Garrix,0.0378,0.923
2cBBgwTkI5OMx987uCOjMa,electro,Nightcall - Dustin N'Guyen Remix,Kavinsky,0.486,0.914
0xIVvRmjztR1AwuHrkhH41,electro,Addicted To You,Avicii,0.303,0.785
7n6ibfsRHhCb1Ccl9Fg2CZ,electro,Scream & Shout,will.i.am,0.473,0.616
156oozyC0SdsnMrNnvMQQ1,electro,Omen,The Prodigy,0.529,0.954
5vQIaNoKsT4xkG1j2KFBFs,electro,Gold Skies,Martin Garrix,0.209,0.815
2cTOee6bTauDFK1QuDS1BD,electro,What Else Is There?,Röyksopp,0.342,0.927
3zMvotMEQK3xvH01vA9wAP,electro,Too Long,Daft Punk,0.513,0.582
2zBXZY8lvzzmtzm07uImXc,electro,Ragga Bomb,Skrillex,0.61,0.961
3giW5O939lZznuJ4GFfPcG,electro,No Beef - Radio Edit,Afrojack,0.474,0.726
352zfYbDFG8sxkmOAhVeuj,electro,Under Control (feat. Hurts),Calvin Harris,0.51,0.919
2J3kiT2VuOV8f1JuGyv2No,electro,Take Me Into Your Skin - Original Mix,trentemøller,0.0784,0.418
5xrjJANQXCLXeMbNMugyaZ,electro,Jubel - Original Mix,Klingande,0.194,0.472
2tW2Kn1IGFFVfRVnQE2UaQ,electro,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,Ivan Gough,0.376,0.831
4tGghJ2euPeI7HvpkNi1CU,electro,I Remember,deadmau5,0.602,0.513
3H3cOQ6LBLSvmcaV7QkZEu,electro,Aerodynamic,Daft Punk,0.135,0.911
0KZt1g5kiofhQypH13qlNq,electro,Metropolis,David Guetta,0.364,0.982
2HWARzWPkW8bMgzudAgAOg,electro,You Gonna Want Me,Tiga,0.612,0.701
6m5D7zGVbzAxceDXQTsRSX,electro,Over And Over,Hot Chip,0.724,0.794
1UPyhGntpIx9jGJ5UVtKVS,electro,Call Me A Spaceman - Radio Edit,Hardwell,0.35,0.877
2RS9TJTiHvg0guy8hSmiAF,electro,"The Island - Steve Angello, AN21, Max Vangeli Remix",Pendulum,0.114,0.825
0GjPizi6uyRRTabT1NWHXK,electro,Silent Snow (Original Version),Parov Stelar,0.613,0.581
1JqTcOjOn7gEpeC0JcRVPa,electro,We Are The People,Empire of the Sun,0.543,0.784
1VWSVt3Q0nGbq2EHe2zJYJ,electronic,Pair of Dice (Radio Edit),Tiësto,0.209,0.918
2N2Mp4HjnYcmrZ2YqrKedy,electronic,Alone,Armin van Buuren,0.37,0.861
5rawOFFNlJY9YEja7Q91Se,electronic,Labyrinth,Zomby,0.417,0.981
6FmSCambSeWTMvWSUco4EO,electronic,Invaders Must Die,The Prodigy,0.0993,0.9
3e9iivPr1NZ0ivSGgTdvn4,electronic,Atmosphere,Kaskade,0.393,0.77
6bfERbyzzvjJdmo0J4CuzW,electronic,Freak,Various Artists,0.263,0.957
3ctALmweZBapfBdFiIVpji,electronic,The Game of Love,Daft Punk,0.682,0.5
7mMaJKkvMKUB4KPtWjMQ8D,electronic,White Noise,Disclosure,0.831,0.884
0XiHcuUEf1wmvmX1cOaVR9,electronic,Eyesdown,Bonobo,0.183,0.455
3n6JzMMM3TLTfnuyUEfx6Y,electronic,Lost In Your Love,Redlight,0.882,0.876
5yrHZWuyrOrc4iWnDevono,electronic,After Light,Rustie,0.115,0.695
36c4JohayB9qd64eidQMBi,electronic,Doin' it Right (feat. Panda Bear),Daft Punk,0.19,0.451
4cDzTh5UFJyUrVbBhvYpXM,electronic,Mountain,Gold Panda,0.104,0.734
1CcS1yrulOFPXYk7NVKAm2,electronic,Flashback,Calvin Harris,0.158,0.95
7lsFHOFeMyWiqaKrESLudT,electronic,Ready For The Floor,Hot Chip,0.937,0.759
36awWH9vMYuxb3BzTyCjUz,electronic,True Love (feat. Native Cell),Montag,0.155,0.698
1vWGa8yC21ZELs9dAhiC2Q,electronic,Starry Eyed,Ellie Goulding,0.65,0.831
6c9EGVj5CaOeoKd9ecMW1U,electronic,Strobe - Radio Edit,deadmau5,0.0736,0.706
562p3gaG39vjLFXEto4agA,electronic,Ich & Du,Philipp Poisel,0.923,0.84
2ubASba6NgYemqJtHZkeAJ,electronic,Save The World - Knife Party Remix,Swedish House Mafia,0.51,0.951
2A7ZZ1tjaluKYMlT3ItSfN,electronic,Witchcraft,Pendulum,0.218,0.969
3zf852pgVUpYqQD1FTLa69,electronic,Booyah (feat. We Are Loud & Sonny Wilson) - Original Mix,Showtek,0.499,0.953
0OxB26YRmdbFpyTG36VHi1,electronic,Immortal Love,Vampires Everywhere!,0.251,0.914
3ONL7uf1GN8FewlmIjy1uv,electronic,Paris (Aeroplane Remix),Friendly Fires,0.461,0.7
58J1l73w3TcdpGqN0n1TiZ,emo,Prayer Of The Refugee,Rise Against,0.456,0.971
5FbMKftNTXCKiBYSf0TQrs,emo,Na Na Na (Na Na Na Na Na Na Na Na Na) - Single Version,My Chemical Romance,0.725,0.977
4uY4fBNMiA2vwfQKxsLv0n,emo,A Day Late,Anberlin,0.615,0.59
2Oehrcv4Kov0SuIgWyQY9e,emo,Demons,Imagine Dragons,0.416,0.71
4xSVkbqCz1xaevkjP8xXL5,emo,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",Panic! At The Disco,0.653,0.737
6SpLc7EXZIPpy0sVko0aoU,emo,Misery Business,Paramore,0.731,0.906
4amcY5vhp2Z40EhNVa2xHl,emo,It's So Simple,Saosin,0.504,0.943
5OhLBEgXp9TPGlnFw5pXeK,emo,Besitos,Pierce The Veil,0.408,0.95
7lWF2mVr1KKbVnaT2nSlPo,emo,Fall For You,Secondhand Serenade,0.382,0.442
7sddbg5QXqO5CrEuidCpeC,emo,Blank #9,The World Is A Beautiful Place & I Am No Longer Afraid To Die,0.0353,0.094
0Hv2IWtvPPca1F4zhC4UFs,emo,Your Love Is a Lie,Simple Plan,0.552,0.87
2ydUT1pFhuLDnouelIv4WH,emo,The Rock Show,blink-182,0.83,0.959
2ESCbdfOMLrjAKwFtidg3n,emo,Great Romances of the 20th Century,Taking Back Sunday,0.319,0.843
3koOoLN69AAiw5JCQNaZMe,emo,The Pros and Cons of Breathing,Fall Out Boy,0.753,0.958
06sFR9S0sA51GdrlLt07tb,emo,Rooftops (A Liberation Broadcast),lostprophets,0.275,0.82
63L9AjBDN3SOMbJlBkFqiZ,emo,Careful,Paramore,0.607,0.945
5Sp5Dv0AwuykJGdulgH7pc,emo,Promise,Matchbook Romance,0.117,0.971
3RZ2zc5JpKpXgm4DXxBYzE,emo,Forget Me,The Promise Ring,0.579,0.933
4HcDu9IGRCvSTJE4yW5Ugv,emo,Breaking the Habit,Linkin Park,0.581,0.849
1PCyY0PpQiHYyctoWGylzx,emo,Welcome To Bangkok,Brand New,0.196,0.457
2wiRaJG78MwRqBWnDSoO4H,emo,"Congratulations, I Hate You",Alesana,0.186,0.919
591vJuuep0gfPhx9p8WPD5,emo,Reinventing Your Exit,Underoath,0.268,0.978
2Xt2ir0hgXtcfFlAx4rdu9,emo,Scene One - James Dean & Audrey Hepburn,Sleeping With Sirens,0.569,0.579
3MOZH8MLW0z7VACDTM7JFi,emo,Freakish,Saves The Day,0.527,0.834
1SG9UQp3AH2VgXs5BCsaVP,folk,Thousandfold,Eluveitie,0.389,0.988
1IZc5f9ulw7Ge2eOpQH7w6,folk,Kingdom Come,Various Artists,0.179,0.277
0CY6ymct9s7Q7WbUHe8JqV,folk,Brother,Edward Sharpe & The Magnetic Zeros,0.411,0.0455
4s9MBsOC7ntOehwpH0EJLL,folk,Your Bones,Of Monsters and Men,0.327,0.725
3lP4jIScaPeHfJlPN98jwV,folk,My Manic And I,Laura Marling,0.478,0.286
5mMV6EaKeZWkGFvE1xg13n,folk,Towers,Bon Iver,0.145,0.321
4SI6ia4b6L5J1n6k42WeHC,folk,Midnight on the Interstate,Trampled by Turtles,0.338,0.317
0FMa6advbZpCJdpwEBMoIo,folk,Venice,The Lighthouse And The Whaler,0.636,0.571
4YvAKcZ1BN4XsxkzL1Bo0w,folk,Sheets,Damien Jurado,0.134,0.358
19NKQh7UsGP0dazET759jN,folk,Folsom Prison Blues - Live,Johnny Cash,0.904,0.575
4CwcvWeCi2rFcLPIJCOwXw,folk,Long Nights,Eddie Vedder,0.0956,0.31
4AlZ0FgehhgtLHddKx0Ou7,folk,Cali in a Cup,Woods,0.582,0.756
7gYkNHaayMG36w8pIeqgPu,folk,"You Turn Me On, I'm a Radio - Live at Universal Amphitheatre, Los Angeles, CA, 8/14-17, 1974",Joni Mitchell,0.453,0.284
7vcuTZAFyu0Z5dgMRLR0h0,folk,Such Great Heights,Iron & Wine,0.552,0.275
60ZGteAEtPCnGE6zevgUcd,folk,Mountain Sound,Of Monsters and Men,0.37,0.879
5ltVAakRC83VkCmA12bWaQ,folk,History's Door,Husky,0.173,0.692
5bTb62ZZchErgC4CPPT0sY,folk,Come Talk to Me,Bon Iver,0.329,0.708
2Z5zmur6Y9tpoNc9jkA1OS,folk,When I Grow Up,First Aid Kit,0.246,0.525
33BoJJrV065a1mfPpWOLi6,folk,Time To Think,Sean Rowe,0.204,0.196
5DR0rzOMao8PN8TqJuYw08,folk,While You Were Sleeping,Elvis Perkins,0.232,0.553
3aX6cwaJg97tqhNG0ErHpO,folk,The Traveling Song,The Avett Brothers,0.716,0.8
3yREcJtetxQZWj71yVb1k1,folk,Rise,Eddie Vedder,0.554,0.582
5frAZu6tdWC8tR9kbUJjij,folk,Made By Maid,Laura Marling,0.325,0.0807
23R13fn8Jvqf1QcnHeB0EA,folk,The Plains / Bitter Dancer,Fleet Foxes,0.0561,0.37
7nRbmZKoNmZkNi6QcwqLLQ,forro,Yeh Yeh Yah Yah,Gilberto Gil,0.553,0.371
3jXOGnc0zBiWcpKUzhAtdj,forro,"Sonho De Papel / Cai, Cai Balão - Medley",Forroçacana,0.963,0.625
5DrrmwLIMmVvg6Z7NzBsHM,forro,Longe (Far Away),Calcinha Preta,0.679,0.738
0mhTrhYOXLnJTqNyMtpJAL,forro,De Lua a Jackson - Forró da Terra,Trio Nordestino,0.962,0.895
28q69onB0uNd0WGNcKpMkr,forro,Vira e Mexe,Bonde do Forró,0.895,0.9
6AhuxzMcFUg3mhTS3WlWB5,forro,Levitar,Various Artists,0.723,0.96
7kwe7KvA6Dlz9UKWXUKkwG,forro,Quando Bate o Coração/ Caboclo Sonhador/ Espumas ao Vento,Baião D4 / Rastapé,0.817,0.629
5u8vhCaxI2B5coBtRJtBrp,forro,Versos Sinceros,Baião D4 / Rastapé,0.806,0.617
4mvNOInnyuRMyY35xdBNEw,forro,Coração Dividido,Limão Com Mel,0.755,0.9
0EXhgSK7WhHFDWLLcta3Xx,forro,Homem Perfeito (El Hombre Perfecto) (Ao Vivo),Banda Calypso,0.74,0.83
4yzAt2YCxiuBwnjRNqKyih,forro,Catarina,Raiz Do Sana,0.729,0.688
1zGf1GAPJIYdHWKvKbkS9J,forro,Meu Segredo É A Pegada,Leo Estakazero,0.898,0.952
1XsyO994EgxE3S9RKiNIpq,forro,Nego Forro,Rita Ribeiro,0.854,0.924
4t8aAmu1izliYElYEv8SOx,forro,Neblina da Paixão,Baião D4 / Rastapé,0.781,0.449
